Order_ID,Order_Date,Year,Month_No,Month,SKU,ASIN,Product_Name,Category,Sub_Category,Qty,Unit_Price,Discount_%,Amount,Status,Fulfilment,Shipping_Level,Sales_Channel,City,Region,Promotion,Stock_On_Hand,Lead_Time_Days,Reorder_Point
ORD-2023-104999,2023-12-01,2023,12,Dec,AMZ-ELEC-002,B0ELEC002,Bluetooth Speaker,Electronics,Audio,1,40.16,0,40.16,Shipped,Seller Fulfilled,Standard,Amazon App,Canberra,ACT,Christmas Deal,66,1,90
ORD-2023-105000,2023-12-01,2023,12,Dec,AMZ-ELEC-002,B0ELEC002,Bluetooth Speaker,Electronics,Audio,3,40.45,0,121.35,Delivered,Seller Fulfilled,Priority,Amazon App,Perth,WA,Holiday Bundle,150,3,40
ORD-2023-105006,2023-12-01,2023,12,Dec,AMZ-FASH-001,B0FASH001,Winter Hoodie,Fashion,Clothing,1,44.53,0,44.53,Delivered,FBA,Standard,Amazon App,Brisbane,QLD,None,94,3,50
ORD-2023-105007,2023-12-01,2023,12,Dec,AMZ-FASH-001,B0FASH001,Winter Hoodie,Fashion,Clothing,1,47.16,0.1,42.44,Shipped,FBA,Standard,Marketplace,Hobart,TAS,Holiday Bundle,85,3,90
ORD-2023-105008,2023-12-01,2023,12,Dec,AMZ-FASH-001,B0FASH001,Winter Hoodie,Fashion,Clothing,1,45.06,0.2,36.05,Delivered,Seller Fulfilled,Standard,Amazon App,Hobart,TAS,Holiday Bundle,107,1,50
ORD-2023-105009,2023-12-01,2023,12,Dec,AMZ-FASH-002,B0FASH002,Running Shoes,Fashion,Footwear,1,83.25,0,83.25,Delivered,Seller Fulfilled,Expedited,Amazon.com.au,Hobart,TAS,None,95,3,40
ORD-2023-105010,2023-12-01,2023,12,Dec,AMZ-FASH-002,B0FASH002,Running Shoes,Fashion,Footwear,2,83.9,0.2,134.24,Delivered,FBA,Priority,Amazon App,Adelaide,SA,Boxing Day,61,3,75
ORD-2023-105011,2023-12-01,2023,12,Dec,AMZ-FASH-002,B0FASH002,Running Shoes,Fashion,Footwear,1,83.14,0.1,74.83,Delivered,FBA,Standard,Amazon.com.au,Brisbane,QLD,Boxing Day,107,2,50
ORD-2023-105012,2023-12-01,2023,12,Dec,AMZ-FASH-002,B0FASH002,Running Shoes,Fashion,Footwear,2,81.21,0.15,138.06,Shipped,Seller Fulfilled,Standard,Amazon App,Brisbane,QLD,None,122,1,60
ORD-2023-105013,2023-12-01,2023,12,Dec,AMZ-FASH-002,B0FASH002,Running Shoes,Fashion,Footwear,2,81.52,0.05,154.89,Shipped,FBA,Expedited,Marketplace,Adelaide,SA,Christmas Deal,172,3,75
ORD-2023-105001,2023-12-01,2023,12,Dec,AMZ-HOME-001,B0HOME001,LED Desk Lamp,Home,Lighting,1,30.55,0.1,27.5,Delivered,Seller Fulfilled,Expedited,Amazon.com.au,Adelaide,SA,Boxing Day,125,3,75
ORD-2023-105002,2023-12-01,2023,12,Dec,AMZ-HOME-001,B0HOME001,LED Desk Lamp,Home,Lighting,1,29.88,0.2,23.9,Shipped,FBA,Priority,Amazon App,Sydney,NSW,Holiday Bundle,91,3,50
ORD-2023-105003,2023-12-01,2023,12,Dec,AMZ-HOME-001,B0HOME001,LED Desk Lamp,Home,Lighting,1,30.05,0.05,0,Cancelled,FBA,Standard,Marketplace,Perth,WA,Boxing Day,104,3,50
ORD-2023-105004,2023-12-01,2023,12,Dec,AMZ-HOME-001,B0HOME001,LED Desk Lamp,Home,Lighting,2,31.33,0.15,53.26,Delivered,FBA,Priority,Amazon.com.au,Sydney,NSW,None,38,1,75
ORD-2023-105005,2023-12-01,2023,12,Dec,AMZ-HOME-002,B0HOME002,Memory Foam Pillow,Home,Bedding,1,34.79,0.1,31.31,Shipped,FBA,Priority,Amazon App,Melbourne,VIC,Boxing Day,156,5,50
ORD-2023-105014,2023-12-01,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,1,24.6,0.1,0,Cancelled,Seller Fulfilled,Priority,Amazon App,Hobart,TAS,Holiday Bundle,157,2,90
ORD-2023-105015,2023-12-01,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,3,24.78,0.1,66.91,Delivered,FBA,Standard,Marketplace,Perth,WA,Holiday Bundle,70,3,50
ORD-2023-105016,2023-12-01,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,1,23.76,0.05,22.57,Delivered,Seller Fulfilled,Standard,Amazon App,Perth,WA,Holiday Bundle,156,3,75
ORD-2023-105017,2023-12-01,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,1,26.03,0.2,20.82,Delivered,Seller Fulfilled,Expedited,Amazon.com.au,Perth,WA,Holiday Bundle,149,5,50
ORD-2023-105018,2023-12-01,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,2,24.13,0,48.26,Delivered,Seller Fulfilled,Standard,Amazon App,Canberra,ACT,Christmas Deal,119,4,40
ORD-2023-105019,2023-12-01,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,1,25.27,0,25.27,Delivered,Seller Fulfilled,Priority,Amazon App,Canberra,ACT,None,98,3,40
ORD-2023-105020,2023-12-01,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,1,24.69,0.05,23.46,Delivered,FBA,Standard,Marketplace,Sydney,NSW,Christmas Deal,145,1,60
ORD-2023-105021,2023-12-01,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,1,25.4,0.1,22.86,Delivered,Seller Fulfilled,Standard,Marketplace,Hobart,TAS,Christmas Deal,41,5,75
ORD-2023-105022,2023-12-01,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,1,25.66,0.15,21.81,Delivered,Seller Fulfilled,Standard,Amazon App,Hobart,TAS,Boxing Day,144,5,90
ORD-2023-105023,2023-12-01,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,1,23.78,0.15,20.21,Delivered,FBA,Priority,Marketplace,Perth,WA,Boxing Day,143,2,75
ORD-2023-105024,2023-12-01,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,2,24.44,0.15,41.55,Shipped,FBA,Standard,Amazon App,Melbourne,VIC,Boxing Day,123,2,75
ORD-2023-105025,2023-12-01,2023,12,Dec,AMZ-KIDS-002,B0KIDS002,Remote Control Car,Toys,Vehicles,1,54.96,0.2,0,Cancelled,FBA,Priority,Amazon App,Melbourne,VIC,Christmas Deal,126,5,40
ORD-2023-105026,2023-12-01,2023,12,Dec,AMZ-KIDS-002,B0KIDS002,Remote Control Car,Toys,Vehicles,2,55.9,0.15,95.03,Delivered,Seller Fulfilled,Standard,Amazon App,Adelaide,SA,Holiday Bundle,147,2,60
ORD-2023-105027,2023-12-01,2023,12,Dec,AMZ-KIDS-002,B0KIDS002,Remote Control Car,Toys,Vehicles,1,56.92,0,0,Cancelled,Seller Fulfilled,Expedited,Amazon App,Canberra,ACT,Holiday Bundle,129,2,60
ORD-2023-105028,2023-12-01,2023,12,Dec,AMZ-KIDS-002,B0KIDS002,Remote Control Car,Toys,Vehicles,1,52.68,0.2,42.14,Shipped,Seller Fulfilled,Standard,Amazon.com.au,Adelaide,SA,None,94,5,40
ORD-2023-105029,2023-12-01,2023,12,Dec,AMZ-KIDS-002,B0KIDS002,Remote Control Car,Toys,Vehicles,1,55.65,0.1,50.09,Delivered,Seller Fulfilled,Expedited,Amazon App,Adelaide,SA,None,146,2,75
ORD-2023-105030,2023-12-01,2023,12,Dec,AMZ-KIDS-002,B0KIDS002,Remote Control Car,Toys,Vehicles,1,53.45,0.1,0,Cancelled,Seller Fulfilled,Standard,Amazon.com.au,Canberra,ACT,Christmas Deal,92,1,90
ORD-2023-105031,2023-12-01,2023,12,Dec,AMZ-KIT-001,B0KIT001,Air Fryer 5L,Kitchen,Appliances,1,102.01,0.1,91.81,Delivered,FBA,Expedited,Amazon App,Hobart,TAS,Boxing Day,89,4,50
ORD-2023-105032,2023-12-01,2023,12,Dec,AMZ-KIT-002,B0KIT002,Coffee Grinder,Kitchen,Appliances,1,59,0,59,Shipped,FBA,Expedited,Amazon App,Adelaide,SA,Christmas Deal,118,5,90
ORD-2023-105033,2023-12-01,2023,12,Dec,AMZ-KIT-002,B0KIT002,Coffee Grinder,Kitchen,Appliances,2,58.93,0.2,94.29,Shipped,Seller Fulfilled,Priority,Amazon.com.au,Canberra,ACT,Christmas Deal,146,3,90
ORD-2023-105034,2023-12-01,2023,12,Dec,AMZ-KIT-002,B0KIT002,Coffee Grinder,Kitchen,Appliances,2,61.58,0.2,98.53,Shipped,FBA,Priority,Amazon App,Sydney,NSW,Boxing Day,96,3,60
ORD-2023-105035,2023-12-01,2023,12,Dec,AMZ-KIT-002,B0KIT002,Coffee Grinder,Kitchen,Appliances,2,58.62,0.05,111.38,Shipped,Seller Fulfilled,Standard,Marketplace,Brisbane,QLD,Holiday Bundle,200,2,90
ORD-2023-105036,2023-12-02,2023,12,Dec,AMZ-ELEC-001,B0ELEC001,Wireless Earbuds,Electronics,Audio,1,50.42,0.2,40.34,Delivered,Seller Fulfilled,Expedited,Marketplace,Sydney,NSW,Holiday Bundle,163,5,40
ORD-2023-105037,2023-12-02,2023,12,Dec,AMZ-ELEC-001,B0ELEC001,Wireless Earbuds,Electronics,Audio,1,52.05,0.1,0,Cancelled,Seller Fulfilled,Expedited,Amazon App,Sydney,NSW,Boxing Day,151,4,75
ORD-2023-105038,2023-12-02,2023,12,Dec,AMZ-ELEC-002,B0ELEC002,Bluetooth Speaker,Electronics,Audio,4,38.51,0,154.04,Delivered,FBA,Expedited,Amazon.com.au,Sydney,NSW,Boxing Day,154,2,50
ORD-2023-105039,2023-12-02,2023,12,Dec,AMZ-ELEC-002,B0ELEC002,Bluetooth Speaker,Electronics,Audio,1,39.87,0.2,31.9,Shipped,FBA,Standard,Amazon.com.au,Melbourne,VIC,Christmas Deal,99,4,90
ORD-2023-105040,2023-12-02,2023,12,Dec,AMZ-ELEC-002,B0ELEC002,Bluetooth Speaker,Electronics,Audio,1,41.79,0.15,35.52,Shipped,FBA,Standard,Amazon.com.au,Perth,WA,None,121,1,75
ORD-2023-105041,2023-12-02,2023,12,Dec,AMZ-ELEC-002,B0ELEC002,Bluetooth Speaker,Electronics,Audio,1,38.16,0.1,34.34,Delivered,FBA,Standard,Marketplace,Melbourne,VIC,Holiday Bundle,77,2,50
ORD-2023-105042,2023-12-02,2023,12,Dec,AMZ-ELEC-002,B0ELEC002,Bluetooth Speaker,Electronics,Audio,3,38.78,0.05,110.52,Delivered,FBA,Standard,Marketplace,Canberra,ACT,Holiday Bundle,65,3,50
ORD-2023-105043,2023-12-02,2023,12,Dec,AMZ-ELEC-002,B0ELEC002,Bluetooth Speaker,Electronics,Audio,1,38.9,0,38.9,Delivered,Seller Fulfilled,Priority,Amazon.com.au,Brisbane,QLD,Holiday Bundle,111,1,60
ORD-2023-105044,2023-12-02,2023,12,Dec,AMZ-ELEC-002,B0ELEC002,Bluetooth Speaker,Electronics,Audio,3,39.02,0.2,93.65,Delivered,FBA,Standard,Amazon App,Perth,WA,Holiday Bundle,99,2,75
ORD-2023-105051,2023-12-02,2023,12,Dec,AMZ-FASH-001,B0FASH001,Winter Hoodie,Fashion,Clothing,4,44.81,0.1,161.32,Delivered,FBA,Expedited,Amazon App,Sydney,NSW,Holiday Bundle,53,2,50
ORD-2023-105052,2023-12-02,2023,12,Dec,AMZ-FASH-002,B0FASH002,Running Shoes,Fashion,Footwear,1,77.84,0.1,70.06,Shipped,FBA,Priority,Amazon.com.au,Brisbane,QLD,Boxing Day,95,3,60
ORD-2023-105053,2023-12-02,2023,12,Dec,AMZ-FASH-002,B0FASH002,Running Shoes,Fashion,Footwear,1,76.2,0.2,60.96,Delivered,FBA,Priority,Amazon.com.au,Canberra,ACT,None,79,5,90
ORD-2023-105054,2023-12-02,2023,12,Dec,AMZ-FASH-002,B0FASH002,Running Shoes,Fashion,Footwear,1,78.22,0.2,62.58,Delivered,FBA,Priority,Amazon.com.au,Hobart,TAS,None,136,5,40
ORD-2023-105055,2023-12-02,2023,12,Dec,AMZ-FASH-002,B0FASH002,Running Shoes,Fashion,Footwear,1,80.03,0.2,64.02,Delivered,FBA,Priority,Amazon.com.au,Hobart,TAS,None,77,2,60
ORD-2023-105056,2023-12-02,2023,12,Dec,AMZ-FASH-002,B0FASH002,Running Shoes,Fashion,Footwear,1,80.15,0.1,72.14,Delivered,FBA,Priority,Amazon.com.au,Melbourne,VIC,Holiday Bundle,99,3,60
ORD-2023-105045,2023-12-02,2023,12,Dec,AMZ-HOME-001,B0HOME001,LED Desk Lamp,Home,Lighting,1,31.35,0.05,29.78,Delivered,FBA,Priority,Amazon.com.au,Adelaide,SA,Boxing Day,126,1,60
ORD-2023-105046,2023-12-02,2023,12,Dec,AMZ-HOME-001,B0HOME001,LED Desk Lamp,Home,Lighting,1,29.59,0.1,26.63,Delivered,Seller Fulfilled,Standard,Amazon.com.au,Melbourne,VIC,None,111,2,90
ORD-2023-105047,2023-12-02,2023,12,Dec,AMZ-HOME-001,B0HOME001,LED Desk Lamp,Home,Lighting,1,30.32,0.1,27.29,Shipped,FBA,Expedited,Amazon.com.au,Brisbane,QLD,None,169,3,40
ORD-2023-105048,2023-12-02,2023,12,Dec,AMZ-HOME-001,B0HOME001,LED Desk Lamp,Home,Lighting,1,29.65,0.2,23.72,Delivered,Seller Fulfilled,Priority,Amazon.com.au,Hobart,TAS,Holiday Bundle,85,3,50
ORD-2023-105049,2023-12-02,2023,12,Dec,AMZ-HOME-001,B0HOME001,LED Desk Lamp,Home,Lighting,1,29.49,0.05,28.02,Shipped,FBA,Expedited,Amazon.com.au,Perth,WA,None,130,1,50
ORD-2023-105050,2023-12-02,2023,12,Dec,AMZ-HOME-002,B0HOME002,Memory Foam Pillow,Home,Bedding,1,33.8,0.05,32.11,Delivered,FBA,Expedited,Amazon App,Perth,WA,Holiday Bundle,162,3,50
ORD-2023-105057,2023-12-02,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,1,24.92,0.1,22.43,Shipped,Seller Fulfilled,Standard,Marketplace,Adelaide,SA,None,105,1,60
ORD-2023-105058,2023-12-02,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,1,25.13,0.15,21.36,Shipped,Seller Fulfilled,Priority,Marketplace,Melbourne,VIC,Christmas Deal,86,4,50
ORD-2023-105059,2023-12-02,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,2,26.03,0.1,46.85,Delivered,FBA,Expedited,Amazon App,Melbourne,VIC,Holiday Bundle,88,1,90
ORD-2023-105060,2023-12-02,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,1,24.03,0.05,22.83,Delivered,Seller Fulfilled,Expedited,Marketplace,Sydney,NSW,Holiday Bundle,117,2,75
ORD-2023-105061,2023-12-02,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,1,25.7,0,25.7,Shipped,FBA,Expedited,Amazon.com.au,Perth,WA,Boxing Day,65,2,50
ORD-2023-105062,2023-12-02,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,1,25.71,0,25.71,Shipped,FBA,Standard,Marketplace,Melbourne,VIC,None,114,4,60
ORD-2023-105063,2023-12-02,2023,12,Dec,AMZ-KIDS-001,B0KIDS001,STEM Building Toy,Toys,Educational,1,23.95,0.2,19.16,Delivered,Seller Fulfilled,Standard,Amazon App,Hobart,TAS,Holiday Bundle,117,4,60
ORD-2023-105064,2023-12-02,2023,12,Dec,AMZ-KIDS-002,B0KIDS002,Remote Control Car,Toys,Vehicles,2,56.59,0.1,0,Cancelled,Seller Fulfilled,Standard,Amazon.com.au,Adelaide,SA,Christmas Deal,138,3,60
ORD-2023-105065,2023-12-02,2023,12,Dec,AMZ-KIDS-002,B0KIDS002,Remote Control Car,Toys,Vehicles,1,53.24,0.15,0,Cancelled,Seller Fulfilled,Standard,Amazon.com.au,Canberra,ACT,Christmas Deal,80,5,60
ORD-2023-105066,2023-12-02,2023,12,Dec,AMZ-KIT-001,B0KIT001,Air Fryer 5L,Kitchen,Appliances,1,104.32,0.2,0,Cancelled,Seller Fulfilled,Expedited,Amazon.com.au,Hobart,TAS,None,129,1,90
ORD-2023-105067,2023-12-02,2023,12,Dec,AMZ-KIT-001,B0KIT001,Air Fryer 5L,Kitchen,Appliances,1,95.28,0.05,90.52,Delivered,FBA,Standard,Marketplace,Canberra,ACT,None,155,4,50
ORD-2023-105068,2023-12-02,2023,12,Dec,AMZ-KIT-002,B0KIT002,Coffee Grinder,Kitchen,Appliances,1,61.76,0.1,55.58,Delivered,Seller Fulfilled,Expedited,Amazon.com.au,Melbourne,VIC,None,159,3,40
ORD-2023-105069,2023-12-02,2023,12,Dec,AMZ-KIT-002,B0KIT002,Coffee Grinder,Kitchen,Appliances,2,58.61,0.15,99.64,Delivered,FBA,Expedited,Amazon App,Adelaide,SA,None,54,2,40
ORD-2023-105070,2023-12-02,2023,12,Dec,AMZ-KIT-002,B0KIT002,Coffee Grinder,Kitchen,Appliances,1,57.76,0.15,0,Cancelled,Seller Fulfilled,Priority,Amazon App,Canberra,ACT,Christmas Deal,113,3,75
ORD-2023-105071,2023-12-02,2023,12,Dec,AMZ-KIT-002,B0KIT002,Coffee Grinder,Kitchen,Appliances,2,58.98,0,117.96,Delivered,Seller Fulfilled,Standard,Amazon App,Brisbane,QLD,None,62,2,40
ORD-2023-105072,2023-12-02,2023,12,Dec,AMZ-KIT-002,B0KIT002,Coffee Grinder,Kitchen,Appliances,1,62.26,0,62.26,Shipped,FBA,Priority,Amazon App,Sydney,NSW,Boxing Day,114,5,90
ORD-2023-105073,2023-12-03,2023,12,Dec,AMZ-ELEC-001,B0ELEC001,Wireless Earbuds,Electronics,Audio,2,48.78,0.2,78.05,Shipped,Seller Fulfilled,Priority,Amazon App,Sydney,NSW,None,125,3,75
ORD-2023-105074,2023-12-03,2023,12,Dec,AMZ-ELEC-001,B0ELEC001,Wireless Earbuds,Electronics,Audio,2,50.69,0.15,86.17,Delivered,Seller Fulfilled,Priority,Amazon App,Canberra,ACT,Christmas Deal,146,2,60
ORD-2023-105075,2023-12-03,2023,12,Dec,AMZ-ELEC-001,B0ELEC001,Wireless Earbuds,Electronics,Audio,1,52.23,0,52.23,Delivered,FBA,Standard,Amazon.com.au,Adelaide,SA,Boxing Day,31,1,90
ORD-2023-105076,2023-12-03,2023,12,Dec,AMZ-ELEC-001,B0ELEC001,Wireless Earbuds,Electronics,Audio,1,48.44,0.05,46.02,Delivered,Seller Fulfilled,Standard,Amazon.com.au,Sydney,NSW,Holiday Bundle,75,4,40
ORD-2023-105077,2023-12-03,2023,12,Dec,AMZ-ELEC-001,B0ELEC001,Wireless Earbuds,Electronics,Audio,1,49.13,0.05,46.67,Shipped,Seller Fulfilled,Standard,Marketplace,Hobart,TAS,Holiday Bundle,77,5,90
ORD-2023-105078,2023-12-03,2023,12,Dec,AMZ-ELEC-002,B0ELEC002,Bluetooth Speaker,Electronics,Audio,1,41.22,0.15,0,Cancelled,Seller Fulfilled,Standard,Amazon App,Sydney,NSW,None,117,1,40
ORD-2023-105079,2023-12-03,2023,12,Dec,AMZ-ELEC-002,B0ELEC002,Bluetooth Speaker,Electronics,Audio,3,39.41,0.1,0,Cancelled,Seller Fulfilled,Priority,Amazon App,Sydney,NSW,Christmas Deal,144,2,40
ORD-2023-105080,2023-12-03,2023,12,Dec,AMZ-ELEC-002,B0ELEC002,Bluetooth Speaker,Electronics,Audio,2,41.64,0.1,74.95,Delivered,FBA,Priority,Amazon.com.au,Adelaide,SA,Boxing Day,166,2,75
ORD-2023-105081,2023-12-03,2023,12,Dec,AMZ-ELEC-002,B0ELEC002,Bluetooth Speaker,Electronics,Audio,1,38.62,0.1,34.76,Shipped,FBA,Standard,Amazon App,Brisbane,QLD,Holiday Bundle,117,1,90
ORD-2023-105092,2023-12-03,2023,12,Dec,AMZ-FASH-001,B0FASH001,Winter Hoodie,Fashion,Clothing,1,43.46,0.15,36.94,Delivered,FBA,Expedited,Marketplace,Adelaide,SA,Boxing Day,148,2,50
ORD-2023-105093,2023-12-03,2023,12,Dec,AMZ-FASH-001,B0FASH001,Winter Hoodie,Fashion,Clothing,1,45.99,0.2,36.79,Delivered,FBA,Priority,Marketplace,Canberra,ACT,Christmas Deal,105,2,75
ORD-2023-105094,2023-12-03,2023,12,Dec,AMZ-FASH-001,B0FASH001,Winter Hoodie,Fashion,Clothing,1,47.05,0.05,44.7,Delivered,FBA,Expedited,Marketplace,Perth,WA,None,162,1,60
ORD-2023-105095,2023-12-03,2023,12,Dec,AMZ-FASH-001,B0FASH001,Winter Hoodie,Fashion,Clothing,1,44.23,0.05,42.02,Delivered,FBA,Priority,Amazon App,Adelaide,SA,Boxing Day,148,1,60
ORD-2023-105096,2023-12-03,2023,12,Dec,AMZ-FASH-002,B0FASH002,Running Shoes,Fashion,Footwear,1,77.81,0.15,0,Cancelled,FBA,Standard,Marketplace,Perth,WA,Boxing Day,113,5,90
ORD-2023-105097,2023-12-03,2023,12,Dec,AMZ-FASH-002,B0FASH002,Running Shoes,Fashion,Footwear,1,79.01,0,79.01,Shipped,Seller Fulfilled,Standard,Amazon App,Hobart,TAS,None,80,2,60
ORD-2023-105098,2023-12-03,2023,12,Dec,AMZ-FASH-002,B0FASH002,Running Shoes,Fashion,Footwear,2,79.24,0.15,134.71,Delivered,Seller Fulfilled,Expedited,Marketplace,Canberra,ACT,None,54,3,50
ORD-2023-105082,2023-12-03,2023,12,Dec,AMZ-HOME-001,B0HOME001,LED Desk Lamp,Home,Lighting,1,30.11,0.15,25.59,Delivered,Seller Fulfilled,Priority,Marketplace,Melbourne,VIC,Holiday Bundle,129,4,90
ORD-2023-105083,2023-12-03,2023,12,Dec,AMZ-HOME-001,B0HOME001,LED Desk Lamp,Home,Lighting,3,29.47,0.2,0,Cancelled,FBA,Priority,Amazon.com.au,Perth,WA,Holiday Bundle,117,4,75
ORD-2023-105084,2023-12-03,2023,12,Dec,AMZ-HOME-001,B0HOME001,LED Desk Lamp,Home,Lighting,1,29.48,0.15,25.06,Delivered,Seller Fulfilled,Priority,Amazon.com.au,Sydney,NSW,None,113,4,90
ORD-2023-105085,2023-12-03,2023,12,Dec,AMZ-HOME-001,B0HOME001,LED Desk Lamp,Home,Lighting,2,29.48,0.2,0,Cancelled,FBA,Standard,Amazon.com.au,Hobart,TAS,Holiday Bundle,173,2,40
